mandarin_name,english_name,address,cuisine_type,price_level,opening_hours,dine_in,review_1,review_2,review_3,review_4,review_5
31活力早餐,31 Energy Breakfast,"No. 103, Section 2, Muxin Rd, Wenshan District, Taipei City, Taiwan 116","brunch, breakfast","cheap, budget-friendly, $100-$200",Monday: 6:00 AM – 1:00 PM | Tuesday: 6:00 AM – 1:00 PM | Wednesday: 6:00 AM – 1:00 PM | Thursday: 6:00 AM – 1:00 PM | Friday: 6:00 AM – 1:00 PM | Saturday: 6:30 AM – 1:30 PM | Sunday: Closed,has dine-in seating,"This is a very nice breakfast restaurant that you will go everyday. The owner is so friendly and most of customers are neighbors and locals. You can enjoy the wonderful local breakfast with friendly people around you.

Price: cheap
Service: no table service. You’ve got to order and pay in advance at the counter.
Food: local style like egg pancake and sandwiches that most of Taiwanese people would love to have everyday. Those ingredients  are mostly common in Taiwanese “eastern style” breakfast - sunny side-up, fried pork, etc.
Transportation: be ware that you will hardly find parking lots except for few aside the street. Owner told me there are parkings behind them and close to riverside. Maybe you can try that. My suggestion for visitors and foreigners would be TAXI or BUS. There is no MRT nearby.

Overall rated to 5 stars because of its yummy breakfast and cheap price.","Best Danbing in Taipei!😋

This café is offering the best Danbing in Taipei and also very tasty breakfast sandwiches.👍 On top of that, the coffee is great too. It also offers a lovely terrace for an outdoor breakfast. I can only highly recommend this café!

Five stars ",It was awesome the spaghetti and another dish both were so great! The price was also so affordable and cheap!!!,"Very nice, I like the face I drew on the 柚子s.","This place seems to be related to the nearby restaurant 33, but let's put aside the gossip and focus on the food.

I felt that 31's seasoning was slightly saltier, just a tiny bit, not very noticeable.

They used to serve thinly sliced ​​meat, but after 33 started using thinly sliced ​​meat as well, the quality of the meat at both restaurants became about the same.

To be honest, 31's overall seasoning lacked a bit of variety.

However, if you're looking for a decent brunch, it's still a good option.

Overall, it's pretty standard and there's nothing particularly wrong with it; the taste is really a matter of personal preference!"
政大關東煮,NCCU Oden,"No. 70, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","japanese, asian","cheap, budget-friendly, $100-$200","Monday: 11:30 AM – 2:00 PM, 4:00 – 8:00 PM | Tuesday: 11:30 AM – 2:00 PM, 4:00 – 8:00 PM | Wednesday: 11:30 AM – 2:00 PM, 4:00 – 8:00 PM | Thursday: 11:30 AM – 2:00 PM, 4:30 – 8:00 PM | Friday: 11:30 AM – 2:00 PM, 4:30 – 8:00 PM | Saturday: Closed | Sunday: Closed",has dine-in seating,"The broth, chili, and ingredients are all incredibly delicious! The food is so comforting and easy on the stomach, and you can really taste the heart and soul the owner puts into the cooking. It’s a cozy little gem that I’ll definitely be back to visit!",This place needs no introduction. It’s an absolute legend at NCCU! I could seriously eat here 10 times a week. Love the owner! ❤️,"The owner is super handsome, and the food is absolutely incredible! 🔥","I missed it so much after graduating for over two years that I came back for dinner!

It was just as delicious as I remembered! (Highly recommend the eggs and radish; I order them almost every time. And if you can handle spice, definitely add extra chili!)

The owner is still as lovely as ever 😍😍 I'll come back again when I have time to hear him ask, ""Hey beautiful, is it spicy?"" hahaha

Wishing everyone a Happy New Year, good health, and all the best! 🫶🏻","The taste is above average and the price is reasonable, but the interior space is a bit cramped. It's worth a try if you happen to be passing by, and multiple payment options are available."
小曼谷泰國雲南料理 政大店,Little Bangkok Thai & Yunnan Cuisine – NCCU Branch,"No. 19, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","thai, asian","mid-range, moderate prices, $200-$400","Monday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM | Wednesday: Closed | Thursday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM | Friday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM | Saturday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM | Sunday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM",has dine-in seating,The restaurant is located near the NCCU University. The restaurant offers Thai food at an affordable price but the taste is average. The restaurant is usually crowded with students and I heard there is some kind of discount on the student ID cards. The restaurant is clean and well-managed. The staff are polite and professional. The restaurant also has a washroom.,"The restaurant is nearby NCCU, Thai food taste good but it not sour and spicy as the local Thai food, perharps for fill the Taiwanese’s taste. In general, I reccomend this restaurant for the affordable price, friendly staff and great service.","Came in for lunch. Food tastes good.   Ordered 6 dishes +1 bottle of Taiwan beer for TWD 1,280.  Excellent.","Taste not bad, and there are special discounts for NCCU students. A great place for friends dine.","My origin is Thailand and professionally a chef. I gave authenticity 1/5. It was a lunch with friends. We ordered couple of dishes. Curry has no curry taste. Only the coconut milk. Stir fried very oily. Sweet and sour sauce very heavy on Ketchup. There are some menus that I have never seen before, like it is not Thai food. Understood that this could have been modified to fit local tastes. I personally won't revisit this place. But yall can give it a try."
鬼匠拉麵-政大店,Guijiang Ramen,"No. 28, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","ramen, japanese, asian","cheap, budget-friendly, $100-$200","Monday: 5:00 – 8:30 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:30 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:30 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:30 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:30 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 8:30 PM | Sunday: Closed",has dine-in seating,"Delicious and not expensive. The price for this bowl is 109ntd, and you can choose spicy or not depend on what you like.","Can enjoy tasty ramen noodle. Can choose many different styles (with meat, different soup base, etc.)","server has attitude problem and it's like i owe them money or something on their face.  waited for 20 mins, asked how much longer gonna wait,  all i got was its coming w no smile,  no normal politeness a server suppose to have.

this isn't the only ramen place on the st. why would u think ppl been treated like that would come back again.

such a bad dinning experience plus automsphere isnt jpn style either.

rated minus if i could.",Just an ordinary ramen restaurant close to local university.  Quick lunch.  Nothing special.,The ramen and the soup are so delicious  😋 Definitely come back again!
889炒飯,889 Fried Rice,"No.1-1, Zhinan Rd, Section 1, Muxin Village, Wenshan District, Taipei City, Taiwan, 116","chinese, taiwanese, asian","cheap, budget-friendly, $100-$200",Monday: 5:00 PM – 1:00 AM | Tuesday: 5:00 PM – 1:00 AM | Wednesday: 5:00 PM – 1:00 AM | Thursday: 5:00 PM – 1:00 AM | Friday: 5:00 PM – 1:00 AM | Saturday: closed | Sunday: 5:00 PM – 1:00 AM,has dine-in seating,"First time trying this spot! The owner was already super busy right when they opened at 5:00 PM, and I had to wait 20 minutes after ordering. It was also my first time having fried rice topped with mayonnaise and pork floss. I never expected this combination to be so incredibly delicious! 😍 One bite after another, and before I knew it, half of it was already gone. The portion size is huge, and it's definitely value for money! 👍",Delicious! Highly recommended! The young owner was very polite! The proprietress was very friendly!,"Such a lovely little shop—it's a cozy place with quite a story behind it! They originally started out selling Taiwanese vermicelli, but at some point, they began offering fried rice as well, available in both white pepper and soy sauce flavors. For students, it is an absolute steal! The owner takes extra good care of students. 🥰 Not only do students get free extra rice, but if you dine in, they also serve a complimentary bowl of hot soup to warm your stomach. 🥰🥰 I truly felt so well taken care of. 🙂‍↕️🙂‍↕️","The beef was delicious! I've also tried the XO sauce seafood fried rice. The rice was very good, but the shrimp was bland and seemed out of place with the delicious fried rice.","It’s been a long time since I’ve had fried rice this good! Ordered the beef fried rice, XO sauce fried rice, and Hawaiian fried rice. The rice grains are perfectly distinct and packed with that amazing 'wok hei' (wok aroma). They are super generous with the ingredients—every single bite is full of toppings. You can really taste the care put into the food. Highly recommend this great spot in Muzha! 🍳🔥"
阿里郎韓國小吃,Arirang Restaurant,"No. 31, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","korean, asian","mid-range, moderate prices, $200-$400","Monday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM",has dine-in seating,The food is delicious although the service isn’t good 😅,The lady who runs the restaurant has very very bad attitude and poor service-minded. She scolds me because I wrote Korean menu name unbeautifully as she likes. She shows unhappy face when she has overwhelming customers. She seems like she doesn’t want to welcome customers so I wonder why she open the restaurant. She is a Korean who lives in another country so she should even be more behave and nicer to people more than this. I will not recommend this restaurant and I will not go back there again!!!,"Food taste so good, but wait too long","When I saw an actual menu in Korean for once,  I guessed the food must be more authentic than most other places. Definitely worth a return visit. Just be prepared to wait a bit longer than would usually need to. The Ajumma was also authentic: No Prisoners taken.","I had the 五花肉豆腐(Pork Belly with Tofu)，basically pork with tofu soup. Comes with rice and side dish. I'd say this is one of the more authentic Korean near NCCU. One of our favourite place, especially during winter. Their side dishes are really nice too."
保儀涼麵,Baoyi Cold Noodles,"No. 97, Baoyi Rd, Wenshan District, Taipei City, Taiwan 116","taiwanese, asian, chinese","cheap, budget-friendly, $100-$200",Monday: 7:00 AM – 1:00 PM | Tuesday: 7:00 AM – 1:00 PM | Wednesday: 7:00 AM – 1:00 PM | Thursday: 7:00 AM – 1:00 PM | Friday: 7:00 AM – 1:00 PM | Saturday: 7:00 AM – 1:00 PM | Sunday: 7:00 AM – 1:00 PM,has dine-in seating,"It's a bit far from the bustling Muzha Market. The owner was very friendly, but unfortunately, the cold noodles lacked sesame sauce and garlic flavor; the sauce just tasted like soy sauce and wasn't very delicious. The miso soup was alright. The environment was like a roadside stall, with large flies buzzing around, but I didn't mind, considering the prices were typical roadside stall prices, so there wasn't much to complain about.","The sesame cold noodles were delicious, not too sour or salty. The meatballs in the miso soup were delicious, as were the egg drop soup. The prices were reasonable, and the owner was very friendly. We had a lot of takeout at noon, so there wasn't much seating inside. There were fans, but no air conditioning. Unfortunately, the restaurant is only open at noon.","The lady boss is very friendly. The egg drop soup is super delicious! A must-buy! The sesame sauce for the cold noodles would be even better if it were a little more fragrant. The mustard is chemically made, so it's not too pungent. The dining area is open and a bit warm. But for 50 yuan for the cold noodles and 40 yuan for the soup, you're completely full and happy. I'll definitely visit again.","Business is good. The environment is clean. The staff are friendly. The sauce is rich and fragrant, and adding some spice makes it pretty tasty. The flavor is on the stronger side. The noodles are slightly cool and have a nice texture. The miso soup is good and freshly made. The taste is slightly mild, which pairs perfectly with the cold noodles.","On Tuesday, March 14, 2023, after finishing work and returning to Muzha, I suddenly had a craving for cold noodles. I Googled nearby cold noodle shops on my phone and found this one with pretty good reviews, so I rode my bike over to try it. I ordered a large bowl of mixed cold noodles for $55 and a meatball miso soup for $35, totaling $90. The mixed cold noodles included wasabi, and when mixed, the sesame flavor combined with all the seasonings made it quite refreshing. Paired with the standard miso meatball soup, it was a perfect match. The original phrase is ""相得益彰"" (xiang de yi zhang), where ""彰"" means obvious or prominent, and ""相得益彰"" means that they complement and enhance each other, highlighting their respective strengths.

In short, it was OK!"
晨間廚房早午餐木柵景文店,Morning Kitchen Brunch – Muzha Jingwen Branch,"1F, No. 165, Muxin Rd, Section 2, Wenshan District, Taipei City, Taiwan, 116","brunch, breakfast","cheap, budget-friendly, $100-$200",Monday: 6:30 AM – 1:00 PM | Tuesday: 6:30 AM – 1:00 PM | Wednesday: 6:30 AM – 1:00 PM | Thursday: 6:30 AM – 1:00 PM | Friday: 6:30 AM – 1:00 PM | Saturday: 6:30 AM – 1:30 PM | Sunday: 6:30 AM – 1:30 PM,has dine-in seating,"Ambiance: 5/5
Cleanliness: 5/5
Service: 5/5
Food Taste: 5/5
Willingness to Revisit: 5/5
I happened to visit at a bit of an awkward time around 7:30 PM. Within about 10 minutes of arriving, a huge crowd of students flooded into the café. Other than the timing being a bit chaotic, everything else was absolutely perfect","some good dishes that will not find in other breakfast places,  got ac and some sitting spaces, i like the pizza like tw style egg omelet and tuna cheese thick toast.","Really good food and clean environment! The food style is more western and so appeals more to foreigner taste. I really like their 炒泡麵( dry noodles) and their spicy chicken burger as well as their freshly made milk tea, made with fresh milk and tea. If you miss the taste of western style food, I definitely recommend coming here! The boss can speak English and is very friendly. Has an English menu as well!","I ordered without trimming the edges, but it still had trimmed edges, and the sauce was spread very unevenly and extremely thinly, quite different from the photo! Please think twice.","Pretty good, it felt like a clean and tidy breakfast shop.

The large drink was a whopping 700cc!
The cheese omelet was the super soft kind I love. The chicken burger was quite delicious, though the sauce was a bit sparse, which was a little odd, but not greasy because there were plenty of vegetables.

You need to return your tray yourself.

I would definitely try other dishes there."
金鮨（ㄑㄧˊ）日式料理,Jinqi Japanese Cuisine,"No. 205, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","japanese, asian","mid-range, moderate prices, $200-$400","Monday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM",has dine-in seating,"This is the best place to eat Japanese food at NCCU! Meat and fish is always fresh. The owner and people who work there are so nice. I’ve been eating here every week for two years because the food is just so delicious. If you’re looking for fresh sashimi, cheesy rice bowls, sushi, or bento, this is the place to visit at Wenshan!","I just found out that there’s a Japanese restaurant with a variety of sashimis right across from NCCU!

The quality is not bad at all, and the price is student-friendly! The bowl I ordered in the picture is just 220 NTD!

The miso soup is also unlimited.","When I have an itchy fu of sushi, this is the place I will go near my home! Very friendly staff and cozy place to eat Japanese food but suggest not to come in rush hour! Come by before 8pm then you will have a seat for sure! No parking by the way, so the closest parking is in the NCCU or Wanxing elementary school parking and then walk there.","Almost full during our visit, as there were around 20 seats inside. It's a moderate choice, and with this price range, I have a higher expectation. And it's true there are similar choices, with better presentation around this range.",Free soup refill and water! Love the restaurant the food is literally superb! And filling for its price would totally go back when I visit Taiwan again :)))
恆光街香酥雞,Hengguang Street Crispy Fried Chicken,"No. 12-2, Hengguang St, Wenshan District, Taipei City, Taiwan 116","taiwanese, asian, chinese, late night food","cheap, budget-friendly, $100-$200",Monday: Closed | Tuesday: 3:30 – 11:30 PM | Wednesday: 3:30 – 11:30 PM | Thursday: 3:30 – 11:30 PM | Friday: 3:30 – 11:30 PM | Saturday: 3:30 – 11:30 PM | Sunday: 3:30 – 11:30 PM,has dine-in seating,"My go-to place before heading home or when I need late-night snacks. They have tasty fried chicken and other items at reasonable prices. The Vietnamese aunties there are quite nice and friendly to all customers. I love this shop.

Sometimes you have to wait for 15-20 minutes due to the long queue.",Fabulous.💎,Awesome value n yum yum yum!!!!,Crispy yet soft skin; lightly marinated meat with a delicious texture; small pieces of leftover bone leave you wanting more.,"You can call ahead to order.
The fries portion was a bit small. It's a shame they don't sell boneless fried chicken.
The taro cake wasn't the translucent kind, which was a pity. 😥"
晨間戀人早餐店,Chen Jian Lianren Breakfast Restaurant,"No. 107, Baoyi Rd, Wenshan District, Taipei City, Taiwan 116","breakfast, brunch","cheap, budget-friendly, $100-$200",Monday: 6:20 AM – 1:00 PM | Tuesday: 6:20 AM – 1:00 PM | Wednesday: 6:20 AM – 1:00 PM | Thursday: 6:20 AM – 1:00 PM | Friday: 6:20 AM – 1:00 PM | Saturday: 7:00 AM – 1:00 PM | Sunday: 7:00 AM – 1:00 PM,has dine-in seating,Very delicious ...,"I called ahead to order! When I arrived, not only was it still not ready, but the staff were incredibly rude when I asked! This isn't how you treat customers!

I can understand there might be many customers at the restaurant, but if they can't take orders, shouldn't they at least say they can't make it over the phone? Instead of us going to pick up our food at the appointed time, only to find it still not ready, and they acted like it was perfectly normal!? The food was rushed and poorly made; the fried food wasn't even cooked through, and the noodles tasted like they were just boiled in water! Absolutely unacceptable!!

If you're going to open a restaurant, can't you at least maintain a certain level of service and food quality? I will never buy from them again!!","It feels like a place nearby students would want to visit.
It's located on a semi-open roadside with a cat. Prices end in 8, indicating they haven't just gone up 5 yuan, making them relatively affordable. The flavor is consistent, and the tabletops are reasonably tidy. While not completely spotless, they're passable.","The food was delicious, but there was no order to ordering; it was first come, first served! Everyone was crowding in front of the counter, and I thought we were in a queue, but it turned out we had already ordered and were waiting. I was afraid I would accidentally cut in line, and the staff wouldn't care; they would just repeat the customers' orders. You had to interrupt to order. It would be better if they could say something like ""order over here"" or ""wait a moment"" next to the waiting area.","If you can't do online ordering, then don't open the store. You actually told me that I had to order in person before you would make my order. I only used online ordering because there were so many people. But everyone who came after me left. I thought that taking orders in order was the basic thing. It's hilarious. You didn't even apologize. If I wanted to order from you, why would I need online ordering? Have some logic, okay?"
李白Breakfast x coffee,LiBai Breakfast x coffee,"1F, No.7, Wanshou Rd, Lane 25, Wanxing Village, Wenshan District, Taipe City, 116","breakfast, brunch","cheap, budget-friendly, $100-$200",Sunday: 7 AM–2 PM | Monday: 7 AM–2 PM | Tuesday: 7 AM–2 PM | Wednesday: Closed | Thursday: 7 AM–2 PM | Friday: 7 AM–2 PM| Saturday: 7 AM–2 PM,has dine-in seating,"The food is overall delicious, but the turnip cake I got today was a bit too dark. Otherwise, the flavor is actually pretty good! The taro paste and pork floss egg crepe is also amazing, and the milk tea isn't too sweet.","Seriously delicious! My absolute favorites are the turnip cake triple combo and the meat floss taro paste egg crepe, paired with a milk tea and a hot latte. I literally travel all the way from Yonghe every single week just to eat here. There’s usually a line, but it is totally worth it! 🏃‍♂️🔥","A breakfast spot located near the main gate of NCCU that offers a wide variety of choices. The egg crepes and turnip cakes are delicious! Although it's always crowded, considering takeout is definitely worth it.","Just got an iced latte, and as someone who is super picky about coffee—wow, this is incredibly good! First, I saw their coffee machine and knew they meant business, but one sip and I was totally blown away. The quality is easily on par with the coffee scene in South Korea! 🤔 I usually get my coffee from 'Stand Up Café' (立良), and this place can absolutely hold its own against them. Plus, it’s only 70 NTD, which is honestly such a steal for coffee this great! I haven't tried the food yet, but I'll definitely be back for it—I’d literally come here for breakfast just to have their coffee.","The crust of the egg crepe is a lot like a scallion pancake. If you love crispy egg crepes, you should definitely check this place out!
For dine-in, I highly recommend sitting in the expanded section on the side. The checkout area has a very strong smell of oil fumes, which is a bit of a downside."
私房麵,Homemade Noodles,"No. 2, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","noodle shop, taiwanese, chinese, asian","cheap, budget-friendly, $100-$200","Monday: 11 AM–2:30 PM, 5–8 PM | Tuesday: 11 AM–2:30 PM, 5–8 PM | Wednesday: 11 AM–2:30 PM, 5–8 PM | Thursday: 11 AM–2:30 PM, 5–8 PM | Friday: 11 AM–2:30 PM, 5–8 PM | Saturday: closed | Sunday: 11 AM–2:30 PM, 5–8 PM",has dine-in seating,"This is my third time eating Hainanese chicken rice at this restaurant. This time I had the roasted chicken, and it tasted great. The chicken was very tender, and the side dishes were also very appetizing. Overall, it was delicious.","The owner was very polite, and the dishes were lightly seasoned, making them perfect for those who prefer a lighter diet. They also offered seafood, a rare find near National Chengchi University.","I ordered the pork and meatball dry noodles. It wasn't as dry as I expected, but it was still quite tasty.

The flavor was on the lighter side, and the portion size was average.

However, it was worth it for 60 yuan, as it included two standard-sized pork meatballs.
","Roasted Hainanese Chicken Rice
The rice was absolutely delicious!!
It was the best rice I've had near National Chengchi University. It was soft and moist, but not mushy. It paired beautifully with the light side dishes and tangy sauce. The stark contrast between the main character and the supporting characters was perfect. The person who cooked the rice was amazing!","I really enjoyed the food and the dining environment.

However, I personally hope the tableware can be changed to Taiwanese-made stainless steel or ceramic, because melamine is quite toxic, and I noticed that many of the tableware pieces are already severely worn.

I think improving this would be better for customers' health, and it would also allow me to dine in more often 🙏. (Especially since I almost always order hot soup…)"
素還真 政大店,"Su Huanzhen, National Chengchi University Store","No. 10, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","Cafeteria, vegetarian","cheap, budget-friendly, $100-$200",Monday: 10:30 AM–8:30 PM | Tuesday: 10:30 AM–8:30 PM | Wednesday: 10:30 AM–8:30 PM | Thursday: 10:30 AM–8:30 PM | Friday: 10:30 AM–8:30 PM | Saturday: 10:30 AM–8:30 PM | Sunday: 10:30 AM–8:30 PM,has dine-in seating,"Excellent! A wide variety of fresh dishes, affordable prices, and the owner is very nice! I'll definitely buy from them again!","The male cashiers are always friendly, but for some reason, they never speak when paying the female cashiers. They're always so friendly to the previous customer, but when it comes to me, they never ask if I want a meal, whether it's for dine-in or takeout, or discuss the price. They only give a cold reply if I ask them directly. Today, I tried not saying anything and waiting for them to ask me, but they just filled the meal with rice and tookout without mentioning the price. I had to awkwardly pull out my 100-yuan bill to pay. Finally, the cashier just tossed the bento box onto the table. I don't understand why I get treated like this just for a meal. I can't even eat a single bite of that 75-yuan bento box.","The kind owner noticed we were from out of town and came over to explain where to park. Every dish in the bento box was delicious; considering current prices, the owner is incredibly generous! ♥️🧡❤️ Definitely a shop that caters to students.",The owner was very polite and even gave us a banana. The vegetable soup was delicious.,"I happened to go there because today was a vegetarian day. It looked quite empty at first, but the food was delicious. A large box was only 85 yuan, and it suited my taste perfectly."
楽坡BonBox - 台北政大店 / 樂坡舒肥健康餐盒,BonBox,"No. 18, Section 2, Zhinan Rd, Wenshan District, Taipei City, 116","taiwanese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 10:30 AM–1:30 PM, 4–7:30 PM | Tuesday: 10:30 AM–1:30 PM, 4–7:30 PM | Wednesday: 10:30 AM–1:30 PM, 4–7:30 PM | Thursday: 10:30 AM–1:30 PM, 4–7:30 PM | Friday: 10:30 AM–1:30 PM, 4–7:30 PM | Saturday: 10:30 AM–1:30 PM | Sunday: closed","takeout only, no dine-in","The chicken was delicious 🐤

The vegetables and starches were also just the right amount 🥬🍚🍱

It's a pretty easy-to-eat meal among healthy options

The seasoning is light 🧂

Perfect for customers who prefer lighter flavors.","I've bought vegetarian healthy meals from many places, and this one feels the best in terms of both portion size and vegetable combination!","When I picked up my lunchbox today, the lovely owner told me I'd lost weight. I told her it was because of the Lebo (a type of yogurt drink), and she was overjoyed, saying she wanted to put my before/after photos on the counter as an advertisement! 🤣🤣

As someone who's switched to a lighter diet, I've lost 7 kg in the past six months thanks to regularly ordering Lebo and sticking to a sugar-free diet. 😂 The vegetables are juicy and refreshing, and I can change the meat according to how oily I want each day (if I want something oilier, I order chicken thigh or Matsusaka pork; if I'm tired of oil-free chicken breast, I can switch to crispy salt and pepper squid). This light flavor has almost become my baseline for taste (which is a bit dangerous in a world where strong flavors are all the rage 🥹).

Ordering Lebo on my phone while writing my thesis is actually quite therapeutic (like setting an alarm clock that goes off when it's time). My thoughts aren't overwhelmed by the strong seasonings, my stomach doesn't feel greasy afterward, and I don't feel uncomfortable even after sitting for a long time.

Anyway, thank you, NCCU Lebo! 🫶","Current top-rated healthy meal

- Excellent separation of dry and wet ingredients
The purple rice is cooked to the perfect consistency, not mushy at all.
The only minor drawback is that the chicken has a strong chicken flavor, making it less delicious.
The squid is good. The basa fish is also good.
Hopefully, Line Pay will be available in the future.","Super convenient ordering and pickup! 🩷✨️ Plus, there are discounts!! The bento box comes with purple rice and lots of vegetables – perfect for getting your nutrition! I've ordered so many times since the start of the semester."
麥早餐,Mai Breakfast,"No. 34, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","breakfast, brunch","cheap, budget-friendly, $100-$200",Monday: 5:30 AM–2 PM | Tuesday: 5:30 AM–2 PM | Wednesday: 5:30 AM–2 PM | Thursday: 5:30 AM–2 PM | Friday: 5:30 AM–2 PM | Saturday: 5:30 AM–12 PM | Sunday: closed,has dine-in seating,"December 24, 2025: Bought a tuna and smoked chicken sandwich. Unexpectedly, the main ingredients inside were... minimal. Like in the convenience store, it looked full on the outside but was empty inside.",I really love this place prices are cheap and breakfast is delicious every week at least two days I eat here. And owners are soooooo sweet and I realize they are so hygienic when they cook they don’t even hold money.,"I love Auntie's cheese omelet, but I'm deducting one star because the shop doesn't have air conditioning.","The food was rather average, with small portions. Adding an egg for 15 yuan was a bit pricey, but the owner was very friendly, and there was Wi-Fi available for dine-in. Overall, it was acceptable.","The cheese omelet is forever a favorite! I've also ordered other items a few times, and they're all delicious!

It's so great that they accept phone orders, and it's conveniently located right next to the school entrance—perfect for breakfast around 9 AM! 🥰"
美味派,The Yummy Pie,"No. 44, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","breakfast, brunch","cheap, budget-friendly, $100-$200",Monday: 6AM–2 PM | Tuesday: 6AM–2 PM | Wednesday: 6AM–2 PM | Thursday: 6AM–2 PM | Friday: 6AM–2 PM | Saturday: 6AM–2 PM | Sunday: 6AM–2 PM,has dine-in seating,"This chicken crepe is super delicious, 35 yuan, and very crispy.","Ordered a sandwich, specifically requested to not put any sauce on the inside, and yet they still put it on.

Danbing would be good,  if they didn't cover the whole thing with garlic sauce.

Wouldn't recommend unless you're looking for a breakfast place on a super budget","The black tea was the kind where you could really taste the tea flavor, and the food was delicious. The lady at the frying station was quite gentle.","Toast and scallion pancakes with eggs were pretty good.

The honey-glazed chicken sizzling noodles had very little meat; it was basically just honey sauce on the sizzling noodles.

The fried milk balls were actually filled with cheese, not milk. They were okay, but a bit dry, and the portion wasn't as big as I expected.","1. The food preparation staff member was coughing violently. Although they were wearing a mask, can a mask completely prevent the virus? Are they trying to make the customers catch a cold too? They should probably replace them temporarily. We've never seen a breakfast shop staff member coughing violently and still continue preparing/packaging food.

2. There was an eggshell inside the omelet; it wasn't cleaned properly."
明池豆花 政大店,Mingchi Douhua (NCCU Branch),"No. 52, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","ice cream shop, taiwanese dessert","cheap, budget-friendly, $100-$200",Monday: 11:30 AM–11 PM | Tuesday: 11:30 AM–11 PM | Wednesday: 11:30 AM–11 PM| Thursday: 11:30 AM–11 PM | Friday: 11:30 AM–11 PM | Saturday: 11:30 AM–11 PM | Sunday: 11:30 AM–11 PM,has dine-in seating,"A dessert shop all year round, offering sweet and delicious treats! A great place to chat and relax at affordable prices! The peanuts and lotus seeds are cooked thoroughly until smooth and creamy! A dessert after a meal is pure bliss!","17.5 yuan for a single glutinous rice ball isn't exactly cheap.
The lid already had some black spots when I received it; I initially thought they were osmanthus seeds.
But when I opened it, I was shocked—the whole bowl of soup was black!
It wasn't just a tiny broken piece. Can a dish be served like this? (Photo of the glutinous rice ball itself; it looks completely uneaten.)

Every time I run into this auntie, nothing good ever comes of it.
I won't buy from her next time.","The business is run by young people, and I don't even know if the soybeans used for their tofu pudding are genetically modified or not.

As someone who is also young or younger (I'm 19), I don't quite approve. Not only is the price higher than at the City Hall MRT station, but it also doesn't quite satisfy the palates of tofu pudding lovers. However, overall it's not bad (the tofu pudding has a very soft texture, which is nice for those who like soft textures).

Also, listening to fast-paced Korean pop music while eating tofu pudding is not recommended. One star is already a high score for the atmosphere.","The order was placed two days ago, and I called to confirm the items on the same day, but the delivery was completely late. If you can't accept a delivery, don't accept it. Small orders aren't important. This shows a lack of business integrity. What a terrible Lantern Festival!","Mixed shaved ice with four toppings: condensed milk, aiyu jelly, rice cake, and Job's tears. Cash only.
"
